UNITID,Level of Student,Grand Total,Grand Total Men,Grand Total Women
187897,1,3673,1250,2423
187897,2,2197,802,1395
187897,4,1476,448,1028
187903,1,3171,1033,2138
187903,2,3171,1033,2138
187912,1,443,360,83
187912,2,443,360,83
187958,1,2912,1064,1848
187958,2,2912,1064,1848
187967,1,2099,1361,738
187967,2,1482,1030,452
187967,4,617,331,286
187976,1,1907,808,1099
187976,2,1907,808,1099
187985,1,28080,12236,15844
187985,2,20473,8877,11596
187985,4,7607,3359,4248
187994,1,3025,1129,1896
187994,2,3025,1129,1896
188003,1,3144,1156,1988
188003,2,3144,1156,1988
188021,1,1639,549,1090
188021,2,1639,549,1090
188030,1,16143,7188,8955
188030,2,12885,5806,7079
188030,4,3258,1382,1876
188049,1,3609,1345,2264
188049,2,3609,1345,2264
188058,1,1125,427,698
188058,2,1125,427,698
188100,1,9717,3338,6379
188100,2,9717,3338,6379
188137,1,6466,2577,3889
188137,2,6466,2577,3889
188182,1,1159,427,732
188182,2,485,257,228
188182,4,674,170,504
188207,1,202,25,177
188207,4,202,25,177
188216,1,522,224,298
188216,2,522,224,298
188225,1,1726,643,1083
188225,2,1726,643,1083
188261,1,1801,1277,524
188261,2,1801,1277,524
188289,1,101,9,92
188289,2,101,9,92
188304,1,4138,1339,2799
188304,2,2865,1024,1841
188304,4,1273,315,958
188340,1,1881,1656,225
188340,2,1870,1650,220
188340,4,11,6,5
188429,1,9191,2835,6356
188429,2,5937,1911,4026
188429,4,3254,924,2330
188438,1,4771,2103,2668
188438,2,4771,2103,2668
188517,1,562,166,396
188517,2,562,166,396
188526,1,1374,536,838
188526,2,876,351,525
188526,4,498,185,313
188535,1,516,249,267
188535,4,516,249,267
188580,1,884,383,501
188580,4,884,383,501
188641,1,3502,1653,1849
188641,2,2325,1355,970
188641,4,1177,298,879
188650,1,544,47,497
188650,2,544,47,497
188669,1,93,18,75
188669,2,93,18,75
188678,1,334,133,201
188678,2,334,133,201
188687,1,586,218,368
188687,2,586,218,368
188696,1,175,21,154
188696,2,175,21,154
188854,1,1913,589,1324
188854,2,1913,589,1324
188890,1,2194,2139,55
188890,2,2194,2139,55
188915,1,69,5,64
188915,2,69,5,64
188942,1,202,0,202
188942,2,202,0,202
189015,1,810,109,701
189015,4,810,109,701
189088,1,2542,1094,1448
189088,2,2096,907,1189
189088,4,446,187,259
189097,1,2723,0,2723
189097,2,2723,0,2723
189219,1,321,307,14
189219,2,321,307,14
189228,1,5465,1986,3479
189228,2,5465,1986,3479
189255,1,155,0,155
189255,2,155,0,155
189273,1,74,74,0
189273,2,74,74,0
189282,1,297,51,246
189282,2,297,51,246
189404,1,194,5,189
189404,2,194,5,189
189413,1,1028,207,821
189413,2,907,180,727
189413,4,121,27,94
189468,1,346,12,334
189468,2,346,12,334
189477,1,242,6,236
189477,2,242,6,236
189501,1,1126,502,624
189501,4,1126,502,624
189547,1,8984,3936,5048
189547,2,8984,3936,5048
189565,1,906,274,632
189565,2,906,274,632
189583,1,1939,570,1369
189583,2,1939,570,1369
189592,1,648,135,513
189592,2,648,135,513
189705,1,3694,1776,1918
189705,2,2380,1231,1149
189705,4,1314,545,769
189714,1,494,8,486
189714,2,494,8,486
189811,1,798,211,587
189811,2,798,211,587
189839,1,7079,2673,4406
189839,2,7079,2673,4406
189848,1,1159,318,841
189848,2,1159,318,841
189857,1,556,556,0
189857,2,462,462,0
189857,4,94,94,0
189981,1,71,57,14
189981,4,71,57,14
189990,1,931,23,908
189990,2,931,23,908
190008,1,49,16,33
190008,2,49,16,33
190044,1,4715,3064,1651
190044,2,3156,2166,990
190044,4,1559,898,661
190053,1,1621,700,921
190053,2,1621,700,921
190071,1,133,13,120
190071,2,133,13,120
190080,1,88,48,40
190080,4,88,48,40
190099,1,3110,1372,1738
190099,2,3096,1365,1731
190099,4,14,7,7
190114,1,1549,462,1087
190114,2,1044,317,727
190114,4,505,145,360
190150,1,33301,15881,17420
190150,2,8628,4600,4028
190150,4,24673,11281,13392
190169,1,2069,752,1317
190169,2,2069,752,1317
190239,1,264,9,255
190239,2,264,9,255
190248,1,2180,406,1774
190248,2,1459,296,1163
190248,4,721,110,611
190318,1,627,45,582
190318,2,627,45,582
190372,1,1000,628,372
190372,2,893,540,353
190372,4,107,88,19
190415,1,24189,11998,12191
190415,2,15464,7280,8184
190415,4,8725,4718,4007
190424,1,1346,604,742
190424,4,1346,604,742
190442,1,4940,2140,2800
190442,2,4940,2140,2800
190451,1,296,53,243
190451,2,296,53,243
190503,1,3739,1891,1848
190503,2,3705,1877,1828
190503,4,34,14,20
190512,1,22091,11272,10819
190512,2,18470,9682,8788
190512,4,3621,1590,2031
190521,1,35180,14670,20510
190521,2,35180,14670,20510
190530,1,14373,6210,8163
190530,2,14373,6210,8163
190549,1,21856,8897,12959
190549,2,17956,7557,10399
190549,4,3900,1340,2560
190558,1,15858,6960,8898
190558,2,14651,6616,8035
190558,4,1207,344,863
190567,1,18675,8545,10130
190567,2,15238,7255,7983
190567,4,3437,1290,2147
190576,1,9887,3440,6447
190576,2,3363,959,2404
190576,4,6524,2481,4043
190585,1,9726,3198,6528
190585,2,9726,3198,6528
190594,1,28082,8979,19103
190594,2,20712,7215,13497
190594,4,7370,1764,5606
190600,1,19194,8381,10813
190600,2,16573,7150,9423
190600,4,2621,1231,1390
190619,1,19889,8717,11172
190619,2,19889,8717,11172
190628,1,24997,10511,14486
190628,2,24997,10511,14486
190637,1,19565,6309,13256
190637,2,16872,5510,11362
190637,4,2693,799,1894
190646,1,8641,2685,5956
190646,2,8641,2685,5956
190655,1,20745,11299,9446
190655,2,20745,11299,9446
190664,1,24148,10383,13765
190664,2,20505,9288,11217
190664,4,3643,1095,2548
190673,1,19921,9288,10633
190673,2,19921,9288,10633
190682,1,608,250,358
190682,4,608,250,358
190691,1,10812,3760,7052
190691,2,10609,3716,6893
190691,4,203,44,159
190707,1,17,3,14
190707,2,17,3,14
190716,1,3448,938,2510
190716,2,1875,486,1389
190716,4,1573,452,1121
190725,1,2936,744,2192
190725,2,1893,559,1334
190725,4,1043,185,858
190752,1,34,34,0
190752,2,34,34,0
190761,1,2265,712,1553
190761,2,1614,536,1078
190761,4,651,176,475
190840,1,10950,4870,6080
190840,2,10950,4870,6080
190956,1,122,14,108
190956,2,122,14,108
190974,1,285,68,217
190974,2,285,68,217
190983,1,977,312,665
190983,2,869,275,594
190983,4,108,37,71
191083,1,18969,8837,10132
191083,2,18969,8837,10132
191126,1,10065,1699,8366
191126,2,9832,1666,8166
191126,4,233,33,200
191199,1,8907,3888,5019
191199,2,8907,3888,5019
191205,1,725,481,244
191205,2,671,449,222
191205,4,54,32,22
191241,1,18774,7331,11443
191241,2,10447,4463,5984
191241,4,8327,2868,5459
191287,1,768,344,424
191287,2,768,344,424
191302,1,2771,1173,1598
191302,2,2771,1173,1598
191311,1,235,88,147
191311,2,235,88,147
191320,1,57,26,31
191320,4,57,26,31
191339,1,6920,2518,4402
191339,2,6920,2518,4402
191515,1,2083,976,1107
191515,2,2083,976,1107
191533,1,1238,511,727
191533,2,1238,511,727
191597,1,758,81,677
191597,2,758,81,677
191612,1,3524,1451,2073
191612,2,3524,1451,2073
191621,1,1339,545,794
191621,2,1298,528,770
191621,4,41,17,24
191630,1,2273,1097,1176
191630,2,2261,1095,1166
191630,4,12,2,10
191649,1,11849,5024,6825
191649,2,7118,3237,3881
191649,4,4731,1787,2944
191676,1,1103,441,662
191676,2,1090,439,651
191676,4,13,2,11
191719,1,15584,7572,8012
191719,2,15584,7572,8012
191728,1,2034,346,1688
191728,2,2034,346,1688
191931,1,4404,2098,2306
191931,2,3584,1784,1800
191931,4,820,314,506
191940,1,151,12,139
191940,2,151,12,139
191959,1,90,83,7
191959,2,90,83,7
191968,1,7003,2903,4100
191968,2,6348,2715,3633
191968,4,655,188,467
191986,1,5458,2278,3180
191986,2,5458,2278,3180
192004,1,393,117,276
192004,2,393,117,276
192022,1,4500,1828,2672
192022,2,4500,1828,2672
192040,1,339,150,189
192040,2,149,67,82
192040,4,190,83,107
192110,1,971,529,442
192110,2,614,331,283
192110,4,357,198,159
192165,1,160,160,0
192165,2,160,160,0
192192,1,2078,506,1572
192192,2,1759,457,1302
192192,4,319,49,270
192271,1,2565,245,2320
192271,2,2008,201,1807
192271,4,557,44,513
192323,1,3828,1410,2418
192323,2,2986,1168,1818
192323,4,842,242,600
192448,1,17703,5839,11864
192448,2,11530,4258,7272
192448,4,6173,1581,4592
192484,1,141,2,139
192484,2,141,2,139
192509,1,1896,546,1350
192509,2,1896,546,1350
192624,1,190,190,0
192624,2,190,190,0
192688,1,967,157,810
192688,2,967,157,810
192703,1,4599,2529,2070
192703,2,3834,2139,1695
192703,4,765,390,375
192712,1,1019,469,550
192712,2,520,262,258
192712,4,499,207,292
192749,1,2961,1066,1895
192749,2,1696,681,1015
192749,4,1265,385,880
192785,1,1085,128,957
192785,2,1085,128,957
192800,1,25,1,24
192800,2,25,1,24
192819,1,7462,3156,4306
192819,2,6184,2652,3532
192819,4,1278,504,774
192864,1,2239,478,1761
192864,2,2239,478,1761
192925,1,2986,764,2222
192925,2,1956,545,1411
192925,4,1030,219,811
192961,1,128,25,103
192961,2,128,25,103
192970,1,20,4,16
192970,2,20,4,16
193016,1,11368,3340,8028
193016,2,7703,2584,5119
193016,4,3665,756,2909
193052,1,360,360,0
193052,2,210,210,0
193052,4,150,150,0
193061,1,39,39,0
193061,2,36,36,0
193061,4,3,3,0
193070,1,70,70,0
193070,2,46,46,0
193070,4,24,24,0
193122,1,109,15,94
193122,2,109,15,94
193186,1,112,6,106
193186,2,112,6,106
193201,1,844,151,693
193201,2,844,151,693
193247,1,171,171,0
193247,2,132,132,0
193247,4,39,39,0
193265,1,117,110,7
193265,2,117,110,7
193283,1,8661,4052,4609
193283,2,8661,4052,4609
193292,1,8527,2390,6137
193292,2,6077,1903,4174
193292,4,2450,487,1963
193308,1,9897,3696,6201
193308,2,8529,3217,5312
193308,4,1368,479,889
193326,1,25256,12816,12440
193326,2,25256,12816,12440
193353,1,2670,720,1950
193353,2,2213,631,1582
193353,4,457,89,368
193380,1,191,36,155
193380,2,191,36,155
193399,1,2234,616,1618
193399,2,1812,534,1278
193399,4,422,82,340
193405,1,1242,547,695
193405,4,1242,547,695
193478,1,24575,11727,12848
193478,2,24575,11727,12848
193584,1,3262,803,2459
193584,2,2362,624,1738
193584,4,900,179,721
193609,1,84,41,43
193609,2,84,41,43
193654,1,12497,3385,9112
193654,2,9104,2243,6861
193654,4,3393,1142,2251
193672,1,58,50,8
193672,2,58,50,8
193751,1,1001,457,544
193751,4,1001,457,544
193821,1,1072,450,622
193821,4,1072,450,622
193830,1,1549,605,944
193830,4,1549,605,944
193858,1,545,52,493
193858,2,545,52,493
193894,1,351,151,200
193894,4,351,151,200
193900,1,58091,24630,33461
193900,2,29902,12684,17218
193900,4,28189,11946,16243
193946,1,4609,1991,2618
193946,2,4609,1991,2618
193973,1,4229,1527,2702
193973,2,2938,1099,1839
193973,4,1291,428,863
193991,1,52,2,50
193991,2,52,2,50
194028,1,2311,937,1374
194028,2,2311,937,1374
194073,1,383,212,171
194073,4,383,212,171
194091,1,7950,4394,3556
194091,2,4008,2469,1539
194091,4,3942,1925,2017
194116,1,794,79,715
194116,2,613,60,553
194116,4,181,19,162
194161,1,2814,1261,1553
194161,2,1616,756,860
194161,4,1198,505,693
194189,1,135,135,0
194189,2,135,135,0
194222,1,12722,6054,6668
194222,2,12722,6054,6668
194240,1,8079,3319,4760
194240,2,8079,3319,4760
194259,1,31,4,27
194259,2,31,4,27
194310,1,15478,6017,9461
194310,2,9686,3816,5870
194310,4,5792,2201,3591
194392,1,768,516,252
194392,2,768,516,252
194435,1,219,6,213
194435,2,219,6,213
194499,1,1431,286,1145
194499,2,1431,286,1145
194569,1,264,140,124
194569,2,264,140,124
194578,1,5683,1639,4044
194578,2,4192,1228,2964
194578,4,1491,411,1080
194657,1,315,315,0
194657,2,177,177,0
194657,4,138,138,0
194666,1,365,365,0
194666,2,338,338,0
194666,4,27,27,0
194693,1,47,47,0
194693,2,47,47,0
194736,1,162,162,0
194736,2,162,162,0
194763,1,486,486,0
194763,2,275,275,0
194763,4,211,211,0
194824,1,8156,5597,2559
194824,2,6706,4573,2133
194824,4,1450,1024,426
194958,1,2292,650,1642
194958,2,1824,561,1263
194958,4,468,89,379
195003,1,18660,12469,6191
195003,2,15118,10244,4874
195003,4,3542,2225,1317
195030,1,13269,6276,6993
195030,2,7308,3541,3767
195030,4,5961,2735,3226
195049,1,235,135,100
195049,4,235,135,100
195058,1,9457,4287,5170
195058,2,9457,4287,5170
195067,1,751,39,712
195067,2,751,39,712
195128,1,3003,597,2406
195128,2,1563,327,1236
195128,4,1440,270,1170
195155,1,91,54,37
195155,4,91,54,37
195164,1,2693,1299,1394
195164,2,1847,993,854
195164,4,846,306,540
195173,1,2642,1035,1607
195173,2,2504,973,1531
195173,4,138,62,76
195191,1,333,29,304
195191,2,333,29,304
195216,1,2651,1194,1457
195216,2,2543,1149,1394
195216,4,108,45,63
195234,1,4652,1330,3322
195234,2,2577,860,1717
195234,4,2075,470,1605
195243,1,2382,1114,1268
195243,2,2178,1048,1130
195243,4,204,66,138
195289,1,151,23,128
195289,2,151,23,128
195304,1,1829,459,1370
195304,2,1515,401,1114
195304,4,314,58,256
195322,1,6835,2914,3921
195322,2,6835,2914,3921
195438,1,201,201,0
195438,2,179,179,0
195438,4,22,22,0
195474,1,3516,1596,1920
195474,2,3404,1535,1869
195474,4,112,61,51
195526,1,2820,1091,1729
195526,2,2817,1090,1727
195526,4,3,1,2
195544,1,1326,410,916
195544,2,1041,339,702
195544,4,285,71,214
195562,1,4794,1435,3359
195562,2,3538,1131,2407
195562,4,1256,304,952
195580,1,95,88,7
195580,4,95,88,7
195702,1,204,20,184
195702,2,204,20,184
195720,1,4129,1557,2572
195720,2,2927,1202,1725
195720,4,1202,355,847
195784,1,804,112,692
195784,2,804,112,692
195809,1,23679,9763,13916
195809,2,18300,7735,10565
195809,4,5379,2028,3351
195988,1,1969,878,1091
195988,2,1969,878,1091
196006,1,4166,2540,1626
196006,2,4166,2540,1626
196015,1,4985,2219,2766
196015,2,4985,2219,2766
196024,1,3638,1573,2065
196024,2,3552,1564,1988
196024,4,86,9,77
196033,1,3065,1341,1724
196033,2,3065,1341,1724
196042,1,12831,7034,5797
196042,2,12774,6984,5790
196042,4,57,50,7
196051,1,3345,1721,1624
196051,2,3345,1721,1624
196060,1,20325,9411,10914
196060,2,15304,7501,7803
196060,4,5021,1910,3111
196079,1,19454,9804,9650
196079,2,15300,7735,7565
196079,4,4154,2069,2085
196088,1,35111,18870,16241
196088,2,24330,13653,10677
196088,4,10781,5217,5564
196097,1,30458,14722,15736
196097,2,20506,10552,9954
196097,4,9952,4170,5782
196103,1,2370,1247,1123
196103,2,1925,1021,904
196103,4,445,226,219
196112,1,3402,2020,1382
196112,2,2469,1588,881
196112,4,933,432,501
196121,1,9603,3939,5664
196121,2,7927,3392,4535
196121,4,1676,547,1129
196130,1,10467,4359,6108
196130,2,9113,3960,5153
196130,4,1354,399,955
196149,1,7737,3371,4366
196149,2,7029,3112,3917
196149,4,708,259,449
196158,1,4989,2121,2868
196158,2,4710,2055,2655
196158,4,279,66,213
196167,1,5959,2298,3661
196167,2,5809,2259,3550
196167,4,150,39,111
196176,1,8895,3247,5648
196176,2,7661,2922,4739
196176,4,1234,325,909
196185,1,7131,2688,4443
196185,2,6526,2580,3946
196185,4,605,108,497
196194,1,9381,4522,4859
196194,2,7994,3993,4001
196194,4,1387,529,858
196200,1,3918,1538,2380
196200,2,3560,1436,2124
196200,4,358,102,256
196219,1,4753,1993,2760
196219,2,4647,1942,2705
196219,4,106,51,55
196228,1,408,119,289
196228,4,408,119,289
196237,1,6442,2603,3839
196237,2,6047,2445,3602
196237,4,395,158,237
196246,1,6475,2701,3774
196246,2,5920,2558,3362
196246,4,555,143,412
196255,1,2092,742,1350
196255,2,349,83,266
196255,4,1743,659,1084
196264,1,17278,6265,11013
196264,2,14632,5601,9031
196264,4,2646,664,1982
196291,1,1947,1678,269
196291,2,1750,1529,221
196291,4,197,149,48
196307,1,1661,629,1032
196307,2,305,69,236
196307,4,1356,560,796
196389,1,1173,279,894
196389,2,1173,279,894
196413,1,38110,17399,20711
196413,2,28546,12474,16072
196413,4,9564,4925,4639
196431,1,311,311,0
196431,2,311,311,0
196440,1,17,17,0
196440,2,8,8,0
196440,4,9,9,0
196468,1,6004,1369,4635
196468,4,6004,1369,4635
196565,1,8946,4054,4892
196565,2,8946,4054,4892
196583,1,91,91,0
196583,2,91,91,0
196592,1,14699,4325,10374
196592,2,7337,2117,5220
196592,4,7362,2208,5154
196653,1,1691,274,1417
196653,2,1691,274,1417
196680,1,36455,19200,17255
196680,2,32927,17221,15706
196680,4,3528,1979,1549
196699,1,4485,2097,2388
196699,2,4485,2097,2388
196866,1,2220,1200,1020
196866,2,2220,1200,1020
196884,1,246,97,149
196884,4,246,97,149
197018,1,2839,2839,0
197018,2,1989,1989,0
197018,4,850,850,0
197027,1,1028,841,187
197027,2,1005,820,185
197027,4,23,21,2
197036,1,4648,3585,1063
197036,2,4648,3585,1063
197045,1,7176,2955,4221
197045,2,4927,1942,2985
197045,4,2249,1013,1236
197133,1,2603,1052,1551
197133,2,2603,1052,1551
197142,1,569,217,352
197142,2,569,217,352
197151,1,4541,1363,3178
197151,2,3839,1145,2694
197151,4,702,218,484
197197,1,2399,824,1575
197197,2,1860,657,1203
197197,4,539,167,372
197221,1,104,79,25
197221,2,104,79,25
197230,1,483,176,307
197230,2,483,176,307
197285,1,1373,483,890
197285,2,1373,483,890
197294,1,20136,9474,10662
197294,2,20136,9474,10662
197337,1,103,2,101
197337,2,103,2,101
197531,1,783,357,426
197531,2,783,357,426
197601,1,150,150,0
197601,2,150,150,0
197647,1,143,143,0
197647,2,90,90,0
197647,4,53,53,0
197674,1,228,228,0
197674,2,195,195,0
197674,4,33,33,0
197692,1,92,92,0
197692,2,70,70,0
197692,4,22,22,0
197708,1,7112,3284,3828
197708,2,2947,1568,1379
197708,4,4165,1716,2449
197735,1,687,687,0
197735,2,494,494,0
197735,4,193,193,0
197744,1,257,257,0
197744,2,208,208,0
197744,4,49,49,0
197814,1,3351,1155,2196
197814,2,3351,1155,2196
197850,1,3942,1376,2566
197850,2,3942,1376,2566
197869,1,20714,8890,11824
197869,2,18575,8229,10346
197869,4,2139,661,1478
197887,1,10333,4313,6020
197887,2,10333,4313,6020
197911,1,1196,417,779
197911,2,1059,380,679
197911,4,137,37,100
197966,1,2049,671,1378
197966,2,2049,671,1378
197984,1,1677,828,849
197984,2,1677,828,849
197993,1,558,0,558
197993,2,558,0,558
198011,1,1663,528,1135
198011,2,1663,528,1135
198039,1,2869,1233,1636
198039,2,2869,1233,1636
198066,1,730,409,321
198066,2,730,409,321
198084,1,2000,736,1264
198084,2,2000,736,1264
198109,1,542,49,493
198109,2,493,42,451
198109,4,49,7,42
198118,1,4654,1865,2789
198118,2,4654,1865,2789
198136,1,7311,3436,3875
198136,2,4973,2437,2536
198136,4,2338,999,1339
198154,1,11557,4970,6587
198154,2,11557,4970,6587
198190,1,70,50,20
198190,2,70,50,20
198206,1,2267,760,1507
198206,2,2267,760,1507
198215,1,1472,689,783
198215,2,1467,688,779
198215,4,5,1,4
198233,1,6032,2624,3408
198233,2,6032,2624,3408
198251,1,6911,2475,4436
198251,2,6911,2475,4436
198260,1,29279,12733,16546
198260,2,29279,12733,16546
198303,1,1470,722,748
198303,2,1465,719,746
198303,4,5,3,2
198321,1,3715,1302,2413
198321,2,3715,1302,2413
198330,1,5892,2348,3544
198330,2,5892,2348,3544
198367,1,4439,1859,2580
198367,2,4439,1859,2580
198376,1,5123,1845,3278
198376,2,5123,1845,3278
198385,1,2006,1008,998
198385,2,2006,1008,998
198419,1,18159,8835,9324
198419,2,7338,3635,3703
198419,4,10821,5200,5621
198455,1,8053,3012,5041
198455,2,8053,3012,5041
198464,1,32028,13105,18923
198464,2,25196,10782,14414
198464,4,6832,2323,4509
198491,1,2828,660,2168
198491,2,2828,660,2168
198507,1,1922,799,1123
198507,2,1852,781,1071
198507,4,70,18,52
198516,1,7277,2903,4374
198516,2,6344,2571,3773
198516,4,933,332,601
198534,1,18331,7881,10450
198534,2,18331,7881,10450
198543,1,7880,2622,5258
198543,2,6693,2168,4525
198543,4,1187,454,733
198552,1,11450,4472,6978
198552,2,11450,4472,6978
198561,1,4114,1294,2820
198561,2,2228,770,1458
198561,4,1886,524,1362
198570,1,8484,2823,5661
198570,2,8484,2823,5661
198598,1,1203,532,671
198598,2,993,481,512
198598,4,210,51,159
198613,1,1700,840,860
198613,2,1687,836,851
198613,4,13,4,9
198622,1,13961,5893,8068
198622,2,13961,5893,8068
198640,1,1499,627,872
198640,2,1499,627,872
198668,1,2090,755,1335
198668,2,2090,755,1335
198677,1,37,16,21
198677,2,37,16,21
198695,1,5349,2192,3157
198695,2,4566,1957,2609
198695,4,783,235,548
198710,1,2680,1057,1623
198710,2,2680,1057,1623
198729,1,1572,521,1051
198729,2,1572,521,1051
198756,1,1728,637,1091
198756,2,1627,628,999
198756,4,101,9,92
198774,1,5331,1973,3358
198774,2,5331,1973,3358
198808,1,1026,350,676
198808,2,1026,350,676
198817,1,3719,1367,2352
198817,2,3719,1367,2352
198835,1,3058,1073,1985
198835,2,1954,775,1179
198835,4,1104,298,806
198844,1,283,7,276
198844,2,283,7,276
198862,1,1349,695,654
198862,2,1349,695,654
198871,1,661,430,231
198871,2,661,430,231
198899,1,1272,586,686
198899,2,1249,578,671
198899,4,23,8,15
198905,1,983,334,649
198905,2,983,334,649
198914,1,1444,608,836
198914,2,1444,608,836
198923,1,1395,527,868
198923,2,1395,527,868
198950,1,2048,54,1994
198950,2,1683,6,1677
198950,4,365,48,317
198969,1,2295,1120,1175
198969,2,1958,1007,951
198969,4,337,113,224
198978,1,3212,544,2668
198978,2,3212,544,2668
198987,1,4125,1649,2476
198987,2,4125,1649,2476
199005,1,18,0,18
199005,2,18,0,18
199023,1,1025,405,620
199023,2,1025,405,620
199032,1,1062,487,575
199032,2,897,438,459
199032,4,165,49,116
199069,1,4016,1374,2642
199069,2,3672,1264,2408
199069,4,344,110,234
199078,1,226,23,203
199078,2,226,23,203
199087,1,4734,2246,2488
199087,2,4734,2246,2488
199102,1,13511,5878,7633
199102,2,11732,5111,6621
199102,4,1779,767,1012
199111,1,4358,1860,2498
199111,2,4332,1850,2482
199111,4,26,10,16
199120,1,32346,13627,18719
199120,2,19957,8134,11823
199120,4,12389,5493,6896
199139,1,34024,17314,16710
199139,2,27497,14524,12973
199139,4,6527,2790,3737
199148,1,22610,7482,15128
199148,2,18534,6289,12245
199148,4,4076,1193,2883
199157,1,9201,2841,6360
199157,2,7157,2308,4849
199157,4,2044,533,1511
199184,1,1057,498,559
199184,2,904,422,482
199184,4,153,76,77
199193,1,39822,20940,18882
199193,2,28147,14798,13349
199193,4,11675,6142,5533
199209,1,2310,985,1325
199209,2,2180,934,1246
199209,4,130,51,79
199218,1,19400,6961,12439
199218,2,16615,6149,10466
199218,4,2785,812,1973
199263,1,715,334,381
199263,2,715,334,381
199272,1,1156,539,617
199272,2,1156,539,617
199281,1,8492,3178,5314
199281,2,7001,2702,4299
199281,4,1491,476,1015
199306,1,1533,564,969
199306,2,949,394,555
199306,4,584,170,414
199324,1,1681,644,1037
199324,2,1681,644,1037
199333,1,12363,4810,7553
199333,2,12363,4810,7553
199412,1,3056,910,2146
199412,2,2053,654,1399
199412,4,1003,256,747
199421,1,3528,1343,2185
199421,2,3528,1343,2185
199449,1,3118,1090,2028
199449,2,3118,1090,2028
199458,1,218,120,98
199458,2,218,120,98
199467,1,956,308,648
199467,2,956,308,648
199476,1,2498,785,1713
199476,2,2498,785,1713
199485,1,2205,820,1385
199485,2,2205,820,1385
199494,1,8282,3017,5265
199494,2,8282,3017,5265
199582,1,841,426,415
199582,2,841,426,415
199607,1,882,34,848
199607,2,726,22,704
199607,4,156,12,144
199625,1,2143,687,1456
199625,2,2143,687,1456
199634,1,5164,1940,3224
199634,2,5164,1940,3224
199643,1,1512,652,860
199643,2,1387,592,795
199643,4,125,60,65
199670,1,138,71,67
199670,2,138,71,67
199689,1,244,8,236
199689,2,244,8,236
199698,1,816,364,452
199698,2,786,348,438
199698,4,30,16,14
199722,1,1933,642,1291
199722,2,1933,642,1291
199731,1,3144,1206,1938
199731,2,3144,1206,1938
199740,1,3638,1060,2578
199740,2,3638,1060,2578
199759,1,4547,3257,1290
